userName,score,at,content
bcrl_hl,5,2021-03-23 12:38:05,I like this so much So i enjoy playing chess with people around the word Thanks
Adin Eko Frismana,5,2021-03-23 12:37:41,buat ngelatih skill d pos ronda
Aksal Almiawi,5,2021-03-23 12:35:29,"Aku kasih bintang 5, aplikasi terbaik untuk mengadu ketangkasan antara pemain chees"
Jubel Hasugian,5,2021-03-23 12:27:05,Naiussuuuuuu🔥🔥
Siinatrio,5,2021-03-23 12:24:24,Keren geming
M Ikhlazul Amal,1,2021-03-23 12:02:24,Kintil
Faiz Nrfdhl,1,2021-03-23 11:48:31,"Ini game apaan sih anjg ngerusak hp gw aja, setiap gw jalan nge freze trs ngestuck apaan coba"
Frizzy Fattihudin,3,2021-03-23 11:48:26,"Maaf untuk pihak developer, kenapa kok app saya tidak bisa dibuka? Tapi kalau di uninstall lalu di install bisa. Tapi setelah keluar app, mau masuk lagi gabisa lagi Tolong diperbaiki"
Farid Ilham,5,2021-03-23 11:45:57,Indonesia language in tutorial please
Muhammad Ginandjar,5,2021-03-23 11:43:53,Saya bisa latihan lewat aplikasi catur online walaupun suka maen langsung dengan orang
Rheszano Rhesztiko,1,2021-03-23 11:36:22,"Game dajjal, gak mendidik, game sampah, 8 bit, banyak cheater, mending maen di warteg asu"
YOSEF NOFERIANUS GEA,1,2021-03-23 11:29:56,"Aplikasi burik Hanya bertahan 2 hari di gadgetku, seterusnya gak bs dibuka lagi. Gak usah di download, merugikan."
Fauzan 1140,5,2021-03-23 11:26:35,Siapa yang download ini gara gara liat kak chelsie jadi caster terus pengen belajar catur?😁☝️☝️☝️☝️
Shank haiden,1,2021-03-23 11:17:57,game nya kok susah ya. beteng ku di deketin raja lawan kok gak bisa di gerakkan. kalo asli kan bisa.
Eren Jäger,5,2021-03-23 11:03:49,Gimana Urusan Pak Dadang?
Kris Nadi,1,2021-03-23 10:52:12,Tidak bisa login
AYAHE VIKI CHANNEL,5,2021-03-23 10:30:24,Josssss
Ayah KNM,1,2021-03-23 09:58:41,"Sudah terintal beberapa kali main, setelah itu gak bisa log in main lagi."
Ricardo Anjayani,5,2021-03-23 09:52:50,Dewa kipas is real
Akmal Fauzan,3,2021-03-23 09:25:05,"Bermain dengan bot ngecrash hp saya, terlalu berat proses komputasi botnya sampai-sampai hp saya panas dan hang"
Alfi Hamdani,2,2021-03-23 09:04:17,lack of controlling response in the game
Shina Aru,1,2021-03-23 08:37:36,Kenapa bintang satu? Soalnya saya belum GM
Ichsan Aulia,5,2021-03-23 08:25:24,Salam dari pemain Ronda😂👌
syaifullah umar,5,2021-03-23 08:21:21,ok dewa kipas maybe cheater. and your cheater detector maybe good. keep up the good job. well done.
Sakura Bird,1,2021-03-23 07:59:17,Kesini cuma mau baca komen komen netindo yg ngamuk dimana saja wkwkwk. Salam waras. Bomat lah
Andhika Maulana,5,2021-03-23 07:22:44,"Yang ngedukung berlebihan malu sih, skrng dh terbukti tu spa yg menang... Sadar ya lu pda dah kelewatan :p"
Fahri Muhammad Jibril,5,2021-03-23 07:20:40,"Untuk developer, knp punya saya bot nya tidak bergerak? Mohon dong di perbaiki lagi, jika ada yg sama seperti punya saya mohon pilih ulasan ini ya, agar dibaca developernya"
Asmuni Asmuni,2,2021-03-23 07:18:32,Disaat gorengan ku sdah matang.. disitu lah pion mu akan aku makan..
Muhammad Ilyas,3,2021-03-23 06:47:06,Jangan ada bantuan komputer di saat maen onlen nya itu aja
Eska Warkop,5,2021-03-23 06:44:24,Kesini gara gara dewa kipas
hai everyone,5,2021-03-23 06:38:49,Disaat kopi ku seruput disitulah rajamu bertekuk lutut
HARFT 707,5,2021-03-23 05:58:14,Baguus nih apk nya
tanjakan atas,5,2021-03-23 05:54:31,"Semua yang kasih bintang satu, dan komen dewa kipas, pada bungkam kayaknyaa. Apalagi yang menjelekkan percasi dan grand master catur indonesia, Overall, gamenya bagus buat dr pemula sampai profesional.."
Luqman Andy Prabowo,5,2021-03-23 05:16:41,Pa Dadang bring me here 😂
Muhammad Rohim,5,2021-03-23 05:07:20,Sangat mantappu jiwa
Puji Sadhana,3,2021-03-23 03:04:38,"Banyak ngehang, tau2 kalah.. sangat menyebalkan.. dan ketika menang ronde 1 gabisa lanjut ronde 2.. Tolong perbaiki jaringannya ketika main online"
beni hartanto,5,2021-03-23 02:46:59,Asik bisa catur kapan saja dan dimana saja
caman,4,2021-03-23 01:31:50,Kesini gegara pak dadang dewa_kipas
Abdurrahman Samuin,5,2021-03-23 01:29:48,Bagus tapi tutorialnya pakai bahasa Indonesia dong
cak men,5,2021-03-23 00:56:38,9 l
Ndoro Pebtu,3,2021-03-23 00:27:03,Masa lawan waktunya bisa nambah kalau kita lagi mikir.. ya gak usah diwaktuin sekalian aja buat lawan
har yanto,5,2021-03-23 00:23:59,Gara2 dewa kipas gw install....
apa bang?,2,2021-03-23 00:19:08,Nge donload nya lama bet
Otong Ngampus,5,2021-03-23 00:08:53,Ini platform terbaik
Keree Project,5,2021-03-22 23:52:57,The best lah
Ibnu Fadillah Afif,5,2021-03-22 23:40:38,Gw downlooad gara gaar dewa kipas... Terus tanding live dengan para master....
Wahyu Prambudi,1,2021-03-22 23:35:29,"Daftar aja susaah, gimana mau main, mbok ya di permudaah cara daftar nya ...."
Acep Achmadiat,2,2021-03-22 23:05:31,lumayan 2 bintang dulj
Yanz (Bryan),5,2021-03-22 22:59:15,Bagus sih tapi gw gak tau cara mainnya :'v
Bpk Mulyadi,5,2021-03-22 22:34:32,good application.
EternityAya,5,2021-03-22 22:19:12,"Tgl 22 maret 2021 dewa kipas di kalahkan oleh grand master irene sukandar, membuktikan bahwa dewa kipas tidak sejago yg di bicarakan netizen dan membuktikan bahwa netizen indonesia masih banyak halunya. Hari gini 2021 harapin pendekar catur turun gunung? hahahaha catur itu pake ilmu bos. Buat malu negara kok jadi budaya sih guys, tlol jangan tanggung tanggung :v"
un limited,1,2021-03-22 22:04:28,Game tidak bagus
Teguh Priyanto,2,2021-03-22 22:00:49,Instal apk gara2 dewa kipas godol 100jt dri Dedi korbuser
sudy wang,5,2021-03-22 21:58:33,sangat mengasah otak bertemu orang orang dunia pecinta jago catur
DnY,5,2021-03-22 21:56:21,Terbaik🥰
Abiyu Safwan Ariza,5,2021-03-22 21:51:45,Nice apk and ty
Hidayatul Rahman,5,2021-03-22 21:48:28,"Aplikasinya bagus koq gara"" kasus itu netizen jadi buta, padahal ini mah keren kali aplikasi nya, ada pembelajaran tiap hari tekhnik langkah nya, teka teki wow ini aplikasi emang gudang ilmu"
GHATFAN FACHRI,5,2021-03-22 21:38:07,Aing pesaing dewa kipas nih boss
Hiz Kia,5,2021-03-22 21:36:30,Sy suka mantap
Lookman 26,5,2021-03-22 21:34:46,Gem anjay
yudi hidayat,1,2021-03-22 21:32:24,masih ada bug nya
David Putra,5,2021-03-22 21:28:54,Hayuu
Amoy TV,4,2021-03-22 21:26:34,Saya download ini karna penasaran sama aplikasi yg dibuat viral oleh dewa kipas
Dennis Aththaariq Akbar,5,2021-03-22 21:21:29,"Gw akan objektif, ini aplikasi bagus banget bagi penyuka catur , buat yg belain dewa kipas boro boro mereka bisa main catur, cuma karena masalah ban ampe jelekin rating aplikasi, bukannya gw gk cinta Indonesia tapi ngeliat kelakuan kalian itu yg bikin jelek nama Indonesia, bahkan mereka sampe ngejelekin percasi betapa bodohnya mereka"
Ahmad Bayu Ramadana,5,2021-03-22 21:13:46,best of the game applications..nice
aldo mustika,5,2021-03-22 21:06:01,recommended
Arifin Mallin,5,2021-03-22 21:03:08,"Nah lo sekarang kalean semua pada tahu kan kemampuan dewa kipas itu.. Masak kalah 3 . 0 vs gm wanita.. Kn terbukti benar klu dewa kipas pki cheat selama ini.. Giliran main offline secara langsung jadi keok kan.. Sekelas dewa kipas yg bisa ngalahin gotham ches, masak bisa blunder 3x.."
Ins BK,5,2021-03-22 21:02:09,Bikin nostalgia waktu kecil
God Killer,5,2021-03-22 20:40:36,"Terimakasih Garena telah merilis game ini ,,,aku berjanji akan mengalahkan Grandmaster Irene dan grandmaster sosonto Terimakasih ibu dan Garena.."
pendaki minang chanel,5,2021-03-22 20:37:13,yang bilang game ini jelek pasti dia penggemar dadakan dewa kipas....buat para pecatur dan hoby catur ini adalah aplikasi bagus....gua emang dukung dewa kipas tapi masalah akun ke blok gua anggap kesalahan teknis aja..namanya aplikasi huatan manusia dan di analisa oleh manusia...yg nama nya manusia pasti juga bakalan salah..kayak aku dan dia pasti aku yg selalu salah hehehe
Joko Ronggolono,5,2021-03-22 20:36:13,"harus hati-hati player Indonesia harus sabar... menang kalah biasa, kalah terus juga biasa yg penting jujur jadi tahu dmn kemampuan kita sesungguhnya..."
M. ADIT,3,2021-03-22 20:29:59,"Tolong dong, saya lagi main, dan posisinya saya sudah mau menang, eh tiba"" muncul tulisan ""Putih Menang"" (saya bermain sebagai hitam) dan itu sudah terjadi 2 kali. Dan itu sangat menggangu dan bahkan mengurangi rating saya, mohon pihak developer untuk memperbaiki bug ini."
faiz akbar,5,2021-03-22 20:28:59,Aku suka game catul jadi aku induh deh wah game ya bagus sekalih kalian wajib coba main deh
Kurama_ 19,5,2021-03-22 20:22:44,min tolong di buat ada rank turnamen
CVR TRANS,5,2021-03-22 20:22:40,"Nyobain download... Untuk uji coba kemampuan😀 Sadarlah kalian,sudah sadar kah ?"
Teguh Iman Soeryanto,4,2021-03-22 20:11:30,Menang atau kalah itu lah permainan....
Mochamad Arif Faizin,5,2021-03-22 20:04:47,Baru mau mulai
rohmat nur,5,2021-03-22 20:01:04,so many stupid netizens here😆
Atep Prihartono,4,2021-03-22 19:54:26,just have fun..
Ryan Arif Maulana,5,2021-03-22 19:34:54,Mantep lah
Tencent Jahat,5,2021-03-22 19:32:04,Download ini gara gara pak dadang
R u r i C h 么 n,5,2021-03-22 19:10:04,Langsung download ni aplikasi setelah pertandingan antara GM Irene
pil yopil,5,2021-03-22 18:58:46,Yerbaik good
Ravi Budhi,1,2021-03-22 18:54:57,Gak tau seru atau kagak download karna pak dadang
JarcukkYT,5,2021-03-22 18:46:33,"cause Gotham vs dewa kipas ,i play this game"
Lolyx,5,2021-03-22 18:39:10,"Hamdeh ngerating bintang 1 gara gara masalah sepele, setres sekali netizen di negaraku ini"
Sugi Hermansyah,5,2021-03-22 18:20:16,"Karna pak dadang saya ingin bermain catur dan mengalahkan gothamchees. Motivasi saya adalah""di saat kopi ku seruput disitulah king mu kalang kabut"
Riawan Adji,5,2021-03-22 18:01:57,Skak
Sahabat Juwana,5,2021-03-22 17:49:21,"Dewa kipas K.O ,,yg bully kasih bintang rendah mana suaranya 😂😂😂😂"
Adipati Rezkya,5,2021-03-22 17:41:07,Gara gara om botak saya jadi tertarik dengan permainan ini
BELRUM coffee,5,2021-03-22 17:19:03,Josssssss
anto aja,1,2021-03-22 17:17:04,"Mau ngasih bintang berapa pun.itu hak kami. Hp hp kami,pulsa2 kami Pendapat orang berbeda2. Jadi jangan berharap ikuti pendapat kalian yg ngasih bintang 5"
amin H,5,2021-03-22 17:05:39,"setelah liat pak dadang blunder lewat permainanan offline, saya ingin mencoba bagaimana main online apakah saya bisa menang drngan akurasi 97.. mari kita coba"
wiwit prasetiyo,5,2021-03-22 16:59:16,Saya download setelah liat dewa kipas main catur di podcats dedy corbuzier
csy zsc,5,2021-03-22 16:58:30,Mantap apk paling bagus main catur
BERITA VIRAL,5,2021-03-22 16:38:56,"WKEKKWKWKW DEWA KIPAS DI AJAK TANDING LIVE KENA TEMPELENG 2-0 ITU BARU IRENE,, NTAH GIMANA NASIB SI KIPAS SATE TANDING LIVE DI PAPAN SAMA GOTHAM.. 🤣🤣🤣🤣🤣🤣,, MAKANYA DETERJEN KALAU MAU HINA ITU TAU DUDUK MASLHNYA DULU, DETERJEN EMANG SURAM HINA DULU MALU BELAKANGAN, 🤣🤣🤣🤣🤣"
Cah Ponorogo,5,2021-03-22 16:34:58,Go Indonesia
Rizal Falami,5,2021-03-22 16:30:17,"Instal catur karena ingin belajar catur, gara-gara Dewa_Kipas"
Afri Yulianto,5,2021-03-22 16:29:34,Mana pendukungnya pak Dadang :v auto diem pasti
Im Tiara,2,2021-03-22 16:27:58,Gara gara pa Dadang saya dld
Tadle,5,2021-03-22 16:23:19,Gua download ini setelah liat pertandingan dewa kipas vs Irene
Yudha,5,2021-03-22 16:22:43,Pak dadang lose iren win
Cahyana Kurnia,4,2021-03-22 16:19:00,pak dadang kalah cok
Ardika Chesa,5,2021-03-22 16:16:08,#pa Dadang hampir master
Andres septiawan,3,2021-03-22 16:15:39,"Aplikasi catur ini sangat bagus, tetapi lebih bagus jika tidak di mainkan, dan sangat lebih bagus lagi jika instal apk ini untuk kasih bintang 1 lalu langsung hapus lagi, ccuuuaaaakkkkkzzzzzz"
januar hokgie,1,2021-03-22 16:09:44,Gak ada yang bisa saya gerakan
Yanuar alvian Rosady,5,2021-03-22 16:08:09,Dewa kipas tidak curang
21_0359 Alfarizi Kafa,5,2021-03-22 16:04:11,Respect Dewa_Kipas
Dhiaz B AJA,5,2021-03-22 15:49:37,Gara gara viral. Jadi pengen TAU susahnya main catur. GOOD JOB CHESS.
Firdamsyah Ramadhan,5,2021-03-22 14:45:47,Terima kasih pak dadang berkat dirmu aku bisa mengasah otak dari rumah
Muhammad “TheHabibieFarooq” Habibie,1,2021-03-22 13:32:16,Need some transparency and better fail safe mechanism for every player.
SimBus • Simulator Bus,1,2021-03-22 12:28:44,"I'm sorry, I was told to give 1 star"
Rezky Alfaraby,5,2021-03-22 12:11:40,I AM SO SORRY TO THE DEVELOPER OF THIS GAME. SO MUCH THAT I LOVE URGENT REVIEWS TO THIS GAME AND THEY BALD PEOPLE THROUGH THE GAME. SO I DO NOT ENTER SENSE. I hope the developer understands the current conditions
psi bamz,5,2021-03-22 11:18:23,coolll
virgiawan Agassi,5,2021-03-22 10:24:11,Asah otak lawan orang LN asik juga
Ardiansyah Ade Pratama (Ardian),3,2021-03-22 10:14:05,KARENA DEWA KIPAS NAMA APLIKASI ANDA NAIK DAUN.
YOHANES RAPA,5,2021-03-22 09:57:56,Good 👍👍👍
Nova Gilang,5,2021-03-22 09:30:00,Cukup pemain Master aja yang bisa main.. karna memang lawannya rata rata jago jadi jangan bilang ini apk jelek.. malu maluin atlit catur aja teruntuk netizen gajelas:v ... Ini game bagus banget Dev.. disini ketahuan salah nya berapa.. dan lainnya (Bintang 5 pastinya)
่,1,2021-03-22 06:37:20,"Baru main udh dikasih 800 poin,seharus nya dari awal dari angka 0 :)"
mustakim mus,5,2021-03-22 05:23:46,luar biasa aku suka
Febrian Sadewa,1,2021-03-22 03:30:26,Gak guna
damian tanasal,1,2021-03-22 02:35:24,From zero to hero .... Do you know that ?? U dev very stupid
Mochamad Hendrik Andreas,1,2021-03-22 01:50:27,Sulit untuk berkata
GHIFFARY AKHMAL,5,2021-03-22 00:39:50,"Ga ada guna nya lu ngejelasin ataupun berdebat disini, mending klo jago main catur klo ga? Jikalau mau bertindak ingat² skill dulu, ga ada gunanya juga kalian membela ataupun melawan yang ada bikin kegaduhan, mending ngebahas tentang sekolah aja, gimana sekolah lu dek?"
Roni Byonic,1,2021-03-22 00:03:58,kenapa gw ngk bisa download
Haiyun Yun,5,2021-03-21 23:54:37,bagus banget gan 🙏
Ikhsan Restu Fajar,5,2021-03-21 23:48:26,"Untuk kedepannya agar menambahkan suara bahasa Indonesia untuk pembelajaran, karena saya kurang mengerti bahasa inggris"
Sank Kelana,5,2021-03-21 23:29:01,lumayan untuk sekedar belajar...
Agustang,5,2021-03-21 23:26:13,Oke oke oke oke oke ........
hehe cool,5,2021-03-21 23:21:57,Tolong netizen indo kebiasan langsung maen kasih rate jelek coba di pikir dulula jangan tiap ada kasus viral yang butuh dukungan langsung aja kagak pikir pikir dulu. Coba dipikir dulu la biar kagak dikira orang baru nemu internet
Deni Rahman,1,2021-03-21 23:19:40,"Soal dewa kipas, coba jangan asal blokir akun seenaknya. Cek dulu lah."
Al Zareth,5,2021-03-21 23:09:20,Bodo amat ama gothamchess ama dewakipas jugaa gw download cmn mo belajar maen catur doang !!!!!
Adi Darmawan,1,2021-03-21 22:38:19,Gak bisa maen catur
Rachmat Firnando,1,2021-03-21 22:36:38,"Gak seru, harus juara dunia dulu baru di percaya kl menang melawan atlit dunia"
kaos quotes,5,2021-03-21 22:20:40,Saya mendukung fairplay... Saya bersama GM Irene
Satria PraTama,1,2021-03-21 22:16:36,Game cacat raja gua solo squad kalah
Rikimaru Go,1,2021-03-21 22:00:54,cancer game
Tara Sugeng Adiwijaya,5,2021-03-21 21:52:03,fans dewa kipas
Putera Perdana,5,2021-03-21 21:47:45,aku dewa kipas
Yohan Kim,2,2021-03-21 21:39:52,"Padahal ga ngelakuin pelanggaran,knp aku saya kena banned"
Thunder Belt,5,2021-03-21 21:25:27,"wkwkwkwk yang rating rendah begonya tinggi betttt,sampe pinternya ga keliatan"
ANor Epys,3,2021-03-21 21:02:56,cek player dengan benar tidak sependapat saja
Schwarzwald,5,2021-03-21 20:59:56,Lumayan kalo lagi gabut.
Audry Shafiz,5,2021-03-21 20:48:58,TAP MANTAP!
Jelink 3,1,2021-03-21 20:32:25,Menurut saya keberuntungan ga akan datang 2 x...terus minta tanding ulang ya ada kemungkinan menang lagi atau kalah lagi: ya seperti itulah
MUH HAFIDZ_039,5,2021-03-21 20:25:05,Alasan game catur rame karna DEWA KIPAS JADI JANGAN PERNAH MEMBULLY ORG YG MEMBUAT APK CATUR POPULER
Rakhman,5,2021-03-21 20:21:29,It's okay
Muslimin Namaku,1,2021-03-21 19:12:58,Nub
F art,5,2021-03-21 19:02:23,"Bagus, 5 stars"
Afni Kamila,5,2021-03-21 18:22:42,GM IRENE PASTI MENANG🤭❤🥰🔥
M. Ritonga,5,2021-03-21 17:47:38,"Aplikasi paling bagus saat ini untuk para pecinta catur di seluruh dunia... Bermain dan Berkumpul nya para pecatur di seluruh dunia, mulai yg top dunia sampai yg baru awwam..."
Gugun Gunawan,1,2021-03-21 17:26:42,Lets see on monday
Setyo Wibowo,1,2021-03-21 17:05:03,"mengapa tidak bisa main dengan teman secara online,katanya game online"
Muhammad Ashari,5,2021-03-21 16:59:09,mantap :v
Boy Taka,1,2021-03-21 16:02:40,Masih di pantau
Maliki Arifin,3,2021-03-21 15:24:08,"Setelah kasus @DewaKipas VS @Gothamchess... Inilah Game yang bikin gondok! Sekaligus mengasah kesabaran dan keikhlasan, ketekunan dan keyakinan serta kehati-hatian yang disertai kejelian dalam kreativitas. Sekean. Salam Olahraga."
Akunrume 4,5,2021-03-21 15:23:57,"Yg komen negatif aslinya mah gatau tentang catur, cuma pengen ikut ikutan aja yg lagi viral, nih bro kalo misalnya kalian bilang ini tentang nasionalisme ya konteks ya beda lah bro, mereka tanding(dewa kipas vs levi) itu bukan antar negara jadi jangan jadi orng bodoh bahwa ini tentang nasionalisme, menurut saya wajar aja levi laporin akun dewa kipas karna dirasa curiga dengan akunya apalagi katanya statistik nya lebih hebat dari pemain catur terbaik saat ini yaitu nakamura dan carlsen magnum. ,"
Arkan Gibrani,5,2021-03-21 14:39:11,"Game online yang bagus, kita bisa bermain catur dengan orang-orang di seluruh dunia dan mengasah kemampuan catur kita."
Kenang Purwadinata,4,2021-03-21 13:33:39,Bagus kok
Islachul Channel,1,2021-03-21 13:08:00,"ini game kok agak nyebelin, saat posisi udah menang kok tiba-tiba ngelag hp jadi mati dan otomatis kalah"
PHOENIX 7 RELIGI,5,2021-03-21 13:07:19,Dewa kipas vs GM Irene live dipodcas om dedi . Senin pkl 15.00
Eko Nawawi,1,2021-03-21 12:50:16,Saya tidak setuju yg di bilng gm irene... sebenar nya di atas langit ada langit ini carur taktik dn keberuntungn
Hanif pratama,5,2021-03-21 12:49:14,Main karena dewa kipas
Sigit Hatapena,5,2021-03-21 12:30:46,Berkat aplikasi ini pak Dadang kalau kalah dapat 50jt kalau menang dapat 100jt dan dunia percaturan bargairah lagi . Apapun itu terimakasih chess dot com
AGIRITO,1,2021-03-21 12:26:37,Cih!....amps
khodirin 1989,5,2021-03-21 12:07:48,Download game ini gr2 dewa kipas
Juminto Jum,5,2021-03-21 12:04:03,game menyenangkan bisa hilangin gabut
Dein Permana,1,2021-03-21 11:56:36,"Coba hilangkan tampilan bantuan komputer saat bermain on line, biar bisa bermain secara fair.. Biar tidak ada lagi saling salah menyalahkan, saya tidak terlalu suka saat bermain ada tampilan bantuan langkah. Saya kasih satu bintang dulu"
Cahyo Ayomi,5,2021-03-21 11:31:28,Gw g jago catur... kuy main yugioh
Liat YouTube,1,2021-03-21 11:10:32,Dasar g da otakk admin nya
Cahyono Sudiro,1,2021-03-21 10:44:12,Sangat mudah banned krn GM kalah oleh org biasa dan tidak kroscek. Ingaaat.....jago catur tidak harus bergelar GM !! Sy dukung DEWA KIPAS !!
Beni Santoso,5,2021-03-21 10:42:22,okkk
Wawan Rizki,5,2021-03-21 10:12:24,Amazing game
Otong Sampurno,5,2021-03-21 10:08:19,Sangat membantu dalam pengetahuan dan pengalaman permainan catur saya
Nabil Haidar S.,1,2021-03-21 09:36:18,gk tau knp gw kasi 1bintang gabut aja gitu ikutin temen gw
Dandi Yo,5,2021-03-21 09:25:44,Aplikasi bagus dan bermanfaat untuk melatih kecerdasan otak!! Sangat disayangkan yg ngehina aplikasi ini gara-gara sebuah kasus yang mengakibatkan kesalah pahaman
Joshua Gideon,1,2021-03-21 09:11:23,Big F game
Tegar Pancuran,5,2021-03-21 07:09:15,Melihat komentar indog memang bikin ngakak😂😂ternyata saya lebih pintar dari orng dibawah ini
Haryanto Suiwinata,5,2021-03-21 06:32:42,Banyak fitur yang bermanfaat. Keren
dy_ocha pattazonia,1,2021-03-21 05:34:03,Bintang 1 aja cukup buat Game Cupu
حافظ مولانا,5,2021-03-21 05:17:16,Saya warga Indonesia meminta maaf kepada developer atas kebodohan masyarakat kami.
Teguh Karya,1,2021-03-21 04:56:09,Iseng aja
Andi Hyena studio,5,2021-03-21 02:29:08,Aplikasinya bagus lancar hebatt .....
Rey자빙,3,2021-03-21 02:26:20,Netizen suka gitu. Pahami dulu baru bisa ngesimpulin.
Iyan Riyana,5,2021-03-21 01:57:27,"Lihatlah kebodohan orang orang yang ngasih rating 1 untuk aplikasi ini. Hadeuh gini nih kalau lebih percaya netizen sok ahli daripada percaya sama orang orang yang memang sudah diakui ahli dibidangnya. Gak ngerti catur mending gak usah install aplikasi ini, malu maluin nama negara Indonesia aja"
Yogi Pratama Putra,1,2021-03-21 01:45:55,Bad system
riko makan makan,1,2021-03-21 00:55:51,Ngeles ja kalau kalah ya kalah memalukan ga terima kekalahan
HLX vidio,1,2021-03-21 00:54:54,"No need to make games / play games, if you are afraid of losing"
Raja Gatang,5,2021-03-21 00:40:55,Aku senang sekali bisa ganti bahasa indonesia aku kasih bintang 5....
Furqon Nagageni,5,2021-03-21 00:05:50,"GM yg kalah sama orang Indonesia ga pernah main catur di trotoar pinggir jalan , coba main disitu dijamin kalah terus"
William Vangeance,3,2021-03-20 23:42:22,Apa cuma gw yg dwonload nih apk Cuma buat Coba main
Mimpi buruk Mu,5,2021-03-20 23:24:47,"Miris liat komentar orang indonesia, otaknya pada pendek gampang termakan Media. Itulah mengapa pentingnya ASI sejak dini, Lain kali kalo ada apa2 cari dulu lah Infonya jgn asal ngehujat, Gak malu? Keliatan banget gobloknya"
Ilyas Mughni Nurzamzam,5,2021-03-20 23:06:36,asik asik asik
Sarmaidan Tambunan,4,2021-03-20 22:55:32,mantap cuma kalau nyerah atau keluar baiknya nilainya di tambah.
Indo Dh Tumonggi,3,2021-03-20 22:44:45,Cukup baik
reno Pranata,1,2021-03-20 21:56:47,Apk gajelas
Maulana Akbar,5,2021-03-20 21:56:34,"Nggak tau lahh broo,gw gabut"
Innosencia,5,2021-03-20 21:27:46,orang indo emng gak bisa dikasih kolom komentar :'v
Robby Arie Sandi,1,2021-03-20 21:19:50,Au ah gelap
Agung Siregar,5,2021-03-20 21:16:01,"GUA CUMA MAU BILANG KEKECEWAAN GUA TERHADAP ULASAN ORANG INDO DISINI.. SUMPAH GA MALU APA NGASIH APK RATING KECIL CUMA KARENA KASUS DEWA KIPAS??!! BARBAR BOLEH BOSS TAPI JANGAN MALU-MALUIN!! UDAH GITU AJA.. INDONESIA, KALIAN MEMALUKAN!!!!"
Riko Last Name,1,2021-03-20 20:49:48,Mau nambah2in bintang 1 aja..dah gtu aja
fadlam universe,5,2021-03-20 20:25:35,DEWAKIPAS DEWA KIPAS RAJA CATUR
Asep Giman Hidayat,1,2021-03-20 20:14:11,Bikin runyam aja
Syaiful Hadie,5,2021-03-20 19:28:27,dont judge without knowing truth please....
Davin Shah Reza,5,2021-03-20 19:18:34,"Sebagai warga negara Indonesia saya merasa malu atas perilaku netizen Indonesia, rata-rata netizen Indonesia mempunyai smartphone tapi tidak didukung oleh otak yang smart"
Hasbul Sagav,5,2021-03-20 19:11:43,Miris liat netizen indo
kurama permana,1,2021-03-20 19:09:46,Coba coba yg lg viral
A_014_Erza Dwiputra,5,2021-03-20 18:55:06,noice like it
APK Trends,1,2021-03-20 18:53:29,kalo aku menang ntar akunku di banned ga ya..jadi insecure hahaha
Edo Dewangkara,5,2021-03-20 18:50:38,seru dan mantabbb
Inding,1,2021-03-20 18:42:07,Sangat Jelek
Muhammad Aji yusuf,1,2021-03-20 18:41:16,Apk nub
Hanif Rizqi Fadhlurrahman,5,2021-03-20 17:08:49,Dewa yang lu banggain sudah terbukti curang pakai alat/software yang bisa ngeprediksi langkah catur
sajhame huzein,1,2021-03-20 16:14:05,Mengecewakan
Nuril Akbar Syahidin,4,2021-03-20 15:58:32,Game seru banget!!!! Menang 10 kali berturut-turut sangat 😎. Tapi tolong kalau bisa tambahin efek kalau SKAK biar tahu kalau raja terancam 🙏
cessa anna,5,2021-03-20 14:49:29,tingkatkan respon pindah sering leg
Bram Chanel,1,2021-03-20 14:18:40,Game buriq ga ada pintu
Ikhsan Nurhidayat,1,2021-03-20 13:46:05,Orang orang pada ngapain sih bintang 1? Yaudah ngikut
Kiky Surbakti,1,2021-03-20 13:27:01,is this application honest? thus blocking the account
Arman Gareng,1,2021-03-20 13:15:14,🤣🤣
TLS gamming channel,1,2021-03-20 13:06:29,Ini apk apaan sih orang menang beruntun kok di blg curang dulin mu kurang adoh min
Muhammad Ibrahim,1,2021-03-20 12:35:23,Halahh
poejex 19,5,2021-03-20 12:29:44,Aplikasi bagus ne..moga lebih bagus lagi
Dreamwelch,1,2021-03-20 12:22:27,"Kasih bintang 1 karena temen gw kasih bintang 1😎✌️, main catur kok ada istilah ngecheat, lu waras Tah Dev🤣, mending main di warkop aje, kalah ya kalah, tidak ada istilah ngecheat 🤣"
Halo Gais,4,2021-03-20 12:15:05,#savedewakipas
I Am Bonek,1,2021-03-20 12:12:45,Siapa yg bosen sama istrinya bisa di hibahkan ke saya
AZBILAF FAMILY,1,2021-03-20 12:02:54,Oo ini ya ii
rahmat sucipto,4,2021-03-20 11:55:25,Yang kesini gegara pak dadang sini kita kumpul..
Tutut sudaryono,1,2021-03-20 11:54:11,Gk jd main ah ntr d tuduh curang
Arya Gilang,5,2021-03-20 11:28:39,good dah
Davit Kurniawan,5,2021-03-20 11:28:33,Amazing good game
Sugeng Haryadi,1,2021-03-20 11:28:24,"Gua tinggal di lereng gunung, dikira cemen main catur??? Kalian gak ada obat. Kita dari gunung dan ndeso berani diadu dg grand master orang kota"
Nabil Nabil,1,2021-03-20 11:15:00,Konyol aplikasi nya
dopa mine,5,2021-03-20 11:13:58,"Ini aplikasi bagus, sayang banyak orang bodoh yang ngasih bintang satu karna kasus yang tidak mereka pahami,"
Harlan Jaya,4,2021-03-20 11:10:58,Gara gara melihat dewa kipas jadi tertarik maen catur 😁
